PROXIMITY	AREA	SITE	LARGE PLOT #	SMALL PLOT #	TAG #	SPECIES	HEIGHT(cm)	13-Jan	13-Feb	13-Mar	13-Apr	13-May	13-Jun	13-Jul	13-Aug	13-Sep	13-Oct	13-Nov	13-Dec	14-Jan	14-Feb	14-Mar	14-Apr	14-May	14-Jun	14-Jul	14-Aug	14-Sep	14-Oct	14-Nov	14-Dec	15-Jan	15-Feb	15-Mar	15-Apr	15-May
C	C1	PERUMPARA	L1	S1	1.1.1	Litsea sp.	453	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S1	1.1.2	Litsea sp.	102	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S1	1.1.3	Litsea sp.	101	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S2	2.1.1	Litsea sp.	201	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S2	2.1.2	Litsea sp.	149	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D	D
C	C1	PERUMPARA	L1	S2	2.1.4	Litsea sp.	199	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S2	2.1.5	Litsea sp.	122	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S3	2.2.1	Canarium sp.	121	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S4	3.1.1	Dysoxylum sp	101	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S5	3.2.1	Litsea sp.	323	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S5	3.2.2	Litsea sp.	401	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S6	3.3.1	Litsea sp.	119	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S6	3.3.2	Litsea sp.	101	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S6	3.3.3	Litsea sp.	99	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S6	3.3.4	Alseodaphne sp.	452	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S7	3.3.5	Litsea sp.	399	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S8	4.2.1	Litsea sp.	201	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S9	4.3.1	Litsea sp.	249	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S9	4.3.2	Litsea sp.	152	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S9	4.3.3	Litsea sp.	98	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S10	4.4.1	Litsea sp.	151	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S10	4.4.2	Litsea sp.	149	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S10	4.4.3	Litsea sp.	103	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D
C	C1	PERUMPARA	L1	S10	4.4.4	Alseodaphne sp.	103	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D
C	C1	PERUMPARA	L1	S11	4.5.1	Dysoxylum sp	107	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S11	4.5.2	Litsea sp.	150	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S11	4.5.3	Dysoxylum sp	170	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D
C	C1	PERUMPARA	L1	S11	4.5.4	Dysoxylum sp	201	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D
C	C1	PERUMPARA	L1	S11	4.5.5	Dysoxylum sp	270	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S12	5.1.1	Dysoxylum sp	700	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D
C	C1	PERUMPARA	L1	S12	5.1.2	Litsea sp.	98	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S13	5.2.1	Litsea sp.	123	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S13	5.2.2	Myristica sp.	203	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S14	6.1.1	Alseodaphne sp.	221	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S14	6.1.2	Litsea sp.	119	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S14	6.1.3	Litsea sp.	102	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S15	6.2.1	Dysoxylum sp	199	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S15	6.2.2	Alseodaphne sp.	251	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S15	6.2.3	Alseodaphne sp.	201	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S15	6.2.4	Dysoxylum sp	252	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S16	7.1.1	Litsea sp.	450	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D
C	C1	PERUMPARA	L1	S16	7.1.2	Litsea sp.	100	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S17	7.2.1	Litsea sp.	520	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S17	7.2.2	Litsea sp.	251	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S17	7.2.3	Dysoxylum sp	201	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S18	8.1.1	Litsea sp.	600	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S18	8.1.2	Dysoxylum sp	120	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S19	8.2.1	Dysoxylum sp	123	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S19	8.2.2	Litsea sp.	351	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S19	8.2.3	Dysoxylum sp	124	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S20	8.3.1	Dysoxylum sp	101	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C1	PERUMPARA	L1	S20	8.3.2	Alseodaphne sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S1	2.1.1	Myristica sp.	152	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S1	2.1.2	Myristica sp.	321	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S2	3.1.1	Dysoxylum sp.	149	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S2	3.1.2	Myristica sp.	151	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S2	3.1.3	Myristica sp.	153	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S3	4.1.1	Litsea sp.	98	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S3	4.1.2	Knem sp.	121	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S3	4.1.3	Myristica sp.	101	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S4	4.2.1	Dysoxylum sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S5	5.1.1	Dysoxylum sp.	300	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S6	6.1.1	Canarium sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S7	7.1.1	Litsea sp.	253	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S7	7.1.2	Litsea sp.	301	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	C2	PATHADIPALAM	L2	S8	8.1.1	Litsea sp.	152	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I1	TOTTAPURA	L3	S1	1.1.1	Myristica sp.	100	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I1	TOTTAPURA	L3	S2	2.1.1	Dysoxylum sp.	510	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I1	TOTTAPURA	L3	S3	2.2.1	Litsea sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I1	TOTTAPURA	L3	S4	3.1.1	Dysoxylum sp.	100	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I1	TOTTAPURA	L3	S5	4.1.1	Litsea sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I1	TOTTAPURA	L3	S6	5.1.1	Myristica sp.	122	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D
C	I1	TOTTAPURA	L3	S7	5.2.1	Dysoxylum sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I1	TOTTAPURA	L3	S7	5.2.2	Alseodaphne sp.	124	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I1	TOTTAPURA	L3	S8	8.1.1	Litsea sp.	252	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S1	1.1.1	Litsea sp.	151	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S1	1.1.2	Litsea sp.	152	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S2	1.2.1	Myristica sp.	153	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D
C	I2	FOREST OP	L4	S2	1.2.2	Dysoxylum sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S3	1.3.1	Litsea sp.	100	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D
C	I2	FOREST OP	L4	S4	2.1.1	Litsea sp.	201	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S5	2.2.1	Litsea sp.	202	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S5	2.2.2	Dysoxylum sp.	130	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S5	2.2.3	Litsea sp.	101	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S6	3.1.1	Dysoxylum sp.	99	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S7	4.1.1	Dysoxylum sp.	201	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S7	4.1.2	Alseodaphne sp.	500	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S7	4.1.3	Dysoxylum sp.	190	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S8	5.1.1	Myristica sp.	125	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D
C	I2	FOREST OP	L4	S9	5.2.1	Dysoxylum sp.	500	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D
C	I2	FOREST OP	L4	S9	5.2.2	Alseodaphne sp.	119	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D	D
C	I2	FOREST OP	L4	S10	6.1.1	Litsea sp.	97	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S11	6.2.1	Litsea sp.	112	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S12	7.1.1	Litsea sp.	156	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S13	8.1.1	Alseodaphne sp.	410	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S14	8.2.1	Alseodaphne sp.	220	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
C	I2	FOREST OP	L4	S15	8.3.1	Litsea sp.	120	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D
F	F1	AMABALAPARA-A	L5	S1	1.1.1	Litsea sp.	120	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D	D	D	D	D	D	D	D	D	D	D	D	D	D
F	F1	AMABALAPARA-A	L5	S2	1.2.1	Litsea sp.	250	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	D
F	F1	AMABALAPARA-A	L5	S2	1.2.2	Litsea sp.	210	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L	L
